xp_7d,empty_sessions,easy_tasks,days_since_last,streak_days,tasks_completed,session_count,goal_completion_pct,m_t,v_t,c_t,d_t,m_t_noisy,v_t_noisy,c_t_noisy,d_t_noisy,gdi_score,gdi_state,archetype,label
94.32,6,7,10.86,0,4,4,0.018,0.1886,0.6,0.7,1.0,0.1257,0.5376,0.6174,1.0,-0.4845,SILENT_RECESS,low_engagement,2
447.52,0,4,6.05,1,17,4,0.868,0.895,0.0,0.4,0.8645,0.9587,0.0083,0.3955,0.9665,0.0187,WAVERING,high_engagement,1
364.33,2,2,1.03,3,14,4,0.372,0.7287,0.2,0.2,0.1473,0.7877,0.3027,0.279,0.2664,0.1673,ENGAGED,high_engagement,0
385.46,4,3,0.72,2,15,4,0.416,0.7709,0.4,0.3,0.1023,0.6935,0.4195,0.1084,0.031,0.1377,ENGAGED,moderate_engagement,0
342.98,2,5,0.09,5,14,3,0.539,0.686,0.2,0.5,0.0132,0.6717,0.1893,0.5158,0.1153,0.1304,ENGAGED,high_engagement,0
355.65,5,4,1.47,2,15,7,0.045,0.7113,0.5,0.4,0.2105,0.6187,0.5046,0.4222,0.093,0.0414,WAVERING,low_engagement,1
352.99,0,2,0.61,0,14,3,0.774,0.706,0.0,0.2,0.0865,0.6238,0.0,0.3948,0.0626,0.2164,ENGAGED,high_engagement,0
401.02,0,1,0.9,4,16,5,0.895,0.802,0.0,0.1,0.1285,0.7242,0.0,0.1263,0.2082,0.2623,ENGAGED,high_engagement,0
332.35,3,2,0.36,3,14,4,0.456,0.6647,0.3,0.2,0.051,0.5893,0.2508,0.0957,0.1259,0.1506,ENGAGED,high_engagement,0
403.44,2,1,0.17,8,16,5,0.543,0.8069,0.2,0.1,0.0243,0.7067,0.2651,0.1726,0.0168,0.2555,ENGAGED,high_engagement,0
428.15,2,1,0.87,0,15,4,0.586,0.8563,0.2,0.1,0.1248,0.8655,0.3298,0.1071,0.233,0.2451,ENGAGED,high_engagement,0
230.45,6,2,3.65,0,9,4,0.706,0.4609,0.6,0.2,0.5217,0.3459,0.5437,0.1467,0.4433,-0.1322,WAVERING,moderate_engagement,1
340.07,1,7,0.16,3,12,4,0.677,0.6801,0.1,0.7,0.0223,0.7003,0.0142,0.6851,0.0136,0.1054,ENGAGED,high_engagement,0
448.2,3,2,0.36,3,17,7,0.873,0.8964,0.3,0.2,0.0516,0.8762,0.2681,0.2503,0.2447,0.2431,ENGAGED,high_engagement,0
372.2,2,1,0.71,0,14,2,0.956,0.7444,0.2,0.1,0.1009,0.7512,0.3074,0.2177,0.2716,0.2075,ENGAGED,high_engagement,0
266.1,5,3,1.29,0,9,6,0.487,0.5322,0.5,0.3,0.1837,0.6297,0.4214,0.3829,0.1381,-0.0022,WAVERING,moderate_engagement,1
330.0,2,5,4.71,0,12,9,0.42,0.66,0.2,0.5,0.6724,0.8017,0.1094,0.502,0.7386,-0.0777,WAVERING,moderate_engagement,1
123.29,1,3,1.26,1,5,2,0.349,0.2466,0.1,0.3,0.1804,0.3782,0.0886,0.4287,0.1298,-0.0355,WAVERING,moderate_engagement,1
446.17,3,2,2.53,2,17,4,0.62,0.8923,0.3,0.2,0.362,0.8184,0.2558,0.2798,0.3126,0.1483,ENGAGED,high_engagement,0
313.01,1,1,1.03,2,14,6,0.723,0.626,0.1,0.1,0.1473,0.5645,0.1251,0.1861,0.2127,0.1662,ENGAGED,high_engagement,0
364.11,6,3,4.53,1,15,6,0.223,0.7282,0.6,0.3,0.6474,0.7551,0.5426,0.5321,0.5408,-0.0829,WAVERING,moderate_engagement,1
253.38,0,0,0.34,1,10,3,0.847,0.5068,0.0,0.0,0.0479,0.3609,0.0537,0.0152,0.0465,0.1883,ENGAGED,high_engagement,0
439.13,0,0,0.52,0,15,4,0.967,0.8783,0.0,0.0,0.0743,0.8298,0.0014,0.0921,0.0644,0.329,ENGAGED,high_engagement,0
427.13,0,1,0.58,2,16,2,0.663,0.8543,0.0,0.1,0.0826,0.7657,0.1637,0.1159,0.2559,0.2969,ENGAGED,high_engagement,0
390.49,1,5,0.78,6,17,9,0.736,0.781,0.1,0.5,0.1111,0.6767,0.025,0.4008,0.0683,0.1591,ENGAGED,high_engagement,0
100.8,3,4,2.72,1,3,5,0.542,0.2016,0.3,0.4,0.3892,0.277,0.3405,0.3983,0.4099,-0.1761,WAVERING,moderate_engagement,1
324.83,1,2,0.82,1,11,7,0.178,0.6497,0.1,0.2,0.1171,0.5325,0.0,0.1447,0.0502,0.1647,ENGAGED,moderate_engagement,0
251.05,3,4,0.88,0,10,4,0.55,0.5021,0.3,0.4,0.1261,0.618,0.2443,0.5719,0.0892,0.023,WAVERING,moderate_engagement,1
252.28,4,5,0.44,2,10,4,0.29,0.5046,0.4,0.5,0.0622,0.559,0.3727,0.4363,0.1025,0.0032,WAVERING,moderate_engagement,1
434.42,1,3,0.07,7,18,12,0.409,0.8688,0.1,0.3,0.0099,0.7498,0.1043,0.1939,0.054,0.2646,ENGAGED,high_engagement,0
436.05,0,2,0.27,3,18,2,0.625,0.8721,0.0,0.2,0.0387,0.9037,0.0161,0.2475,0.0,0.2972,ENGAGED,high_engagement,0
31.84,5,8,12.53,0,1,3,0.051,0.0637,0.5,0.8,1.0,0.0433,0.5752,0.7811,1.0,-0.5345,SILENT_RECESS,low_engagement,2
343.08,3,4,6.89,0,15,9,0.43,0.6862,0.3,0.4,0.9844,0.7269,0.3514,0.4301,0.9625,-0.1608,WAVERING,moderate_engagement,1
330.52,7,4,4.06,0,12,4,0.544,0.661,0.7,0.4,0.5802,0.5714,0.8864,0.2469,0.6818,-0.1296,WAVERING,moderate_engagement,1
359.57,3,3,0.26,2,12,7,0.302,0.7191,0.3,0.3,0.0372,0.6416,0.2085,0.2086,0.1584,0.1565,ENGAGED,moderate_engagement,0
334.47,3,7,6.8,3,13,3,0.15,0.6689,0.3,0.7,0.9708,0.6607,0.3862,0.7401,1.0,-0.2237,SILENT_RECESS,moderate_engagement,2
57.68,5,6,10.37,0,2,1,0.241,0.1154,0.5,0.6,1.0,0.0257,0.474,0.5728,0.9388,-0.4739,SILENT_RECESS,low_engagement,2
77.74,5,5,0.76,1,2,3,0.31,0.1555,0.5,0.5,0.1089,0.2029,0.4538,0.5171,0.0435,-0.1705,WAVERING,low_engagement,1
186.21,6,7,1.03,0,6,2,0.258,0.3724,0.6,0.7,0.1466,0.3558,0.6476,0.6736,0.2283,-0.155,WAVERING,low_engagement,1
426.54,1,1,0.05,1,17,2,0.822,0.8531,0.1,0.1,0.0074,0.7117,0.1874,0.1652,0.1246,0.299,ENGAGED,high_engagement,0
160.04,1,2,3.46,0,5,10,0.46,0.3201,0.1,0.2,0.4949,0.1811,0.0286,0.1849,0.4583,-0.0804,WAVERING,moderate_engagement,1
367.66,2,2,0.71,0,16,6,0.582,0.7353,0.2,0.2,0.1011,0.6224,0.1297,0.1662,0.0412,0.1838,ENGAGED,high_engagement,0
388.16,1,1,1.14,1,15,1,0.508,0.7763,0.1,0.1,0.1627,0.7519,0.1291,0.2534,0.2997,0.2217,ENGAGED,high_engagement,0
309.43,2,2,1.08,1,10,3,0.64,0.6189,0.2,0.2,0.1537,0.5969,0.2278,0.3619,0.0837,0.1214,ENGAGED,high_engagement,0
485.56,2,1,5.07,0,20,10,0.866,0.9711,0.2,0.1,0.7246,1.0,0.2657,0.1169,0.8171,0.1111,ENGAGED,high_engagement,0
311.12,2,4,3.4,0,14,4,0.662,0.6222,0.2,0.4,0.4859,0.6149,0.1156,0.3322,0.6082,-0.0169,WAVERING,high_engagement,1
195.89,5,2,1.06,0,7,2,0.209,0.3918,0.5,0.2,0.1512,0.4136,0.4077,0.2288,0.0924,-0.0287,WAVERING,moderate_engagement,1
260.97,6,3,7.0,2,11,7,0.495,0.5219,0.6,0.3,0.9999,0.5081,0.5974,0.2478,1.0,-0.2712,SILENT_RECESS,moderate_engagement,2
426.14,2,5,1.14,1,16,3,0.726,0.8523,0.2,0.5,0.1634,0.8453,0.274,0.3702,0.1266,0.1519,ENGAGED,high_engagement,0
410.33,0,1,2.0,1,16,5,0.592,0.8207,0.0,0.1,0.2858,0.7434,0.0,0.0442,0.4263,0.2225,ENGAGED,high_engagement,0
334.98,8,3,0.64,0,13,6,0.118,0.67,0.8,0.3,0.0921,0.6152,0.9174,0.3694,0.1082,0.0204,WAVERING,moderate_engagement,1
417.02,0,1,0.82,8,16,6,0.96,0.834,0.0,0.1,0.1165,0.9553,0.0112,0.0,0.1968,0.2787,ENGAGED,high_engagement,0
474.9,2,2,0.2,0,18,5,0.578,0.9498,0.2,0.2,0.0282,1.0,0.1627,0.206,0.0,0.2914,ENGAGED,high_engagement,0
421.44,0,1,0.76,9,15,4,0.81,0.8429,0.0,0.1,0.1091,0.8012,0.0381,0.0,0.0305,0.2844,ENGAGED,high_engagement,0
306.07,2,3,0.23,0,10,4,0.487,0.6121,0.2,0.3,0.0326,0.6711,0.1643,0.4294,0.062,0.1351,ENGAGED,high_engagement,0
419.23,1,1,1.8,6,15,6,0.62,0.8385,0.1,0.1,0.2569,0.788,0.0622,0.047,0.2453,0.2183,ENGAGED,high_engagement,0
78.13,6,3,0.63,1,4,2,0.139,0.1563,0.6,0.3,0.0902,0.1751,0.7309,0.3668,0.1359,-0.1445,WAVERING,low_engagement,1
405.16,0,2,0.19,1,15,4,0.301,0.8103,0.0,0.2,0.0268,0.8427,0.0253,0.2251,0.0,0.2761,ENGAGED,high_engagement,0
405.27,0,1,1.98,0,17,2,0.62,0.8105,0.0,0.1,0.2831,0.8249,0.0401,0.1167,0.3019,0.2193,ENGAGED,high_engagement,0
384.84,0,5,0.33,13,13,10,0.9,0.7697,0.0,0.5,0.0468,0.7288,0.035,0.7325,0.0,0.1938,ENGAGED,high_engagement,0
190.94,1,2,1.81,2,6,6,0.377,0.3819,0.1,0.2,0.2592,0.3635,0.0497,0.1187,0.2412,0.015,WAVERING,moderate_engagement,1
240.43,3,4,4.26,1,9,4,0.175,0.4809,0.3,0.4,0.6093,0.5441,0.3323,0.4166,0.5669,-0.1304,WAVERING,moderate_engagement,1
26.26,2,9,8.9,3,1,1,0.166,0.0525,0.2,0.9,1.0,0.0906,0.2161,0.93,0.9816,-0.499,SILENT_RECESS,low_engagement,2
54.18,13,8,0.36,1,2,4,0.052,0.1084,1.0,0.8,0.0521,0.1738,0.918,0.9001,0.1166,-0.3323,SILENT_RECESS,low_engagement,2
330.32,3,3,2.36,6,11,5,0.614,0.6606,0.3,0.3,0.3366,0.681,0.3459,0.2027,0.1593,0.0433,WAVERING,high_engagement,1
155.1,5,6,9.24,1,5,6,0.234,0.3102,0.5,0.6,1.0,0.2981,0.4915,0.5782,0.9275,-0.3959,SILENT_RECESS,moderate_engagement,2
48.25,4,5,0.46,0,2,2,0.051,0.0965,0.4,0.5,0.0657,0.1442,0.4462,0.57,0.0,-0.1611,WAVERING,low_engagement,1
445.6,1,3,1.63,0,18,5,0.72,0.8912,0.1,0.3,0.2324,0.8578,0.1087,0.4075,0.2516,0.2068,ENGAGED,high_engagement,0
387.98,0,1,0.55,6,13,5,0.737,0.776,0.0,0.1,0.0788,0.663,0.0,0.0753,0.0644,0.2667,ENGAGED,high_engagement,0
450.82,0,3,0.91,3,17,4,0.285,0.9016,0.0,0.3,0.1299,0.8937,0.0,0.2899,0.2043,0.2617,ENGAGED,high_engagement,0
197.44,5,3,1.07,0,7,5,0.336,0.3949,0.5,0.3,0.1532,0.3907,0.3767,0.2688,0.1376,-0.048,WAVERING,moderate_engagement,1
420.4,1,2,2.13,6,17,7,0.675,0.8408,0.1,0.2,0.3049,0.8345,0.1222,0.1236,0.3472,0.1848,ENGAGED,high_engagement,0
367.9,3,1,0.43,3,15,2,0.535,0.7358,0.3,0.1,0.0615,0.7282,0.3659,0.1762,0.033,0.1959,ENGAGED,high_engagement,0
450.67,5,3,0.51,1,19,1,0.446,0.9013,0.5,0.3,0.0726,0.7571,0.4123,0.2084,0.0161,0.1788,ENGAGED,moderate_engagement,0
237.59,7,5,14.0,6,9,3,0.076,0.4752,0.7,0.5,1.0,0.4198,0.6575,0.4997,1.0,-0.3499,SILENT_RECESS,low_engagement,2
6.98,4,5,1.0,0,0,1,0.003,0.014,0.4,0.5,0.1423,0.0,0.4707,0.3864,0.1671,-0.2171,SILENT_RECESS,low_engagement,2
162.96,5,2,3.36,0,6,3,0.099,0.3259,0.5,0.2,0.4798,0.3033,0.4956,0.1085,0.6509,-0.1536,WAVERING,moderate_engagement,1
421.95,8,3,4.68,0,19,8,0.305,0.8439,0.8,0.3,0.6689,0.8793,0.9248,0.3845,0.6796,-0.0831,WAVERING,moderate_engagement,1
79.45,14,8,1.24,1,2,2,0.018,0.1589,1.0,0.8,0.1765,0.004,0.8821,0.8342,0.342,-0.3494,SILENT_RECESS,low_engagement,2
227.91,6,3,2.39,0,9,4,0.29,0.4558,0.6,0.3,0.342,0.4364,0.7149,0.3409,0.317,-0.1003,WAVERING,moderate_engagement,1
308.96,6,5,5.07,0,11,9,0.509,0.6179,0.6,0.5,0.7248,0.6955,0.5965,0.4793,0.7524,-0.1903,WAVERING,moderate_engagement,1
187.7,7,8,12.38,10,8,2,0.042,0.3754,0.7,0.8,1.0,0.4309,0.5952,0.7566,0.9611,-0.4498,SILENT_RECESS,low_engagement,2
360.27,0,1,0.47,1,14,3,0.444,0.7205,0.0,0.1,0.0667,0.707,0.0,0.024,0.0132,0.2482,ENGAGED,high_engagement,0
50.65,4,4,3.93,0,1,6,0.226,0.1013,0.4,0.4,0.5616,0.208,0.3267,0.3906,0.5416,-0.2879,SILENT_RECESS,moderate_engagement,2
341.35,1,2,0.06,1,12,5,0.633,0.6827,0.1,0.2,0.0085,0.7409,0.1513,0.2621,0.0,0.2105,ENGAGED,high_engagement,0
433.74,2,2,3.15,0,17,4,0.427,0.8675,0.2,0.2,0.4497,0.8901,0.185,0.1987,0.6623,0.1321,ENGAGED,high_engagement,0
231.15,2,11,1.17,1,8,4,0.079,0.4623,0.2,1.0,0.1672,0.4731,0.1936,0.9722,0.1556,-0.1052,WAVERING,moderate_engagement,1
445.63,1,2,1.56,0,19,7,0.697,0.8913,0.1,0.2,0.2222,0.9975,0.1297,0.2979,0.3502,0.2299,ENGAGED,high_engagement,0
353.57,2,3,2.38,1,13,6,0.525,0.7071,0.2,0.3,0.3398,0.7463,0.3025,0.1554,0.3653,0.0809,WAVERING,high_engagement,1
346.85,6,4,6.75,0,12,4,0.215,0.6937,0.6,0.4,0.9644,0.9039,0.7119,0.516,0.9326,-0.2118,SILENT_RECESS,moderate_engagement,2
368.63,4,3,5.39,1,15,9,0.449,0.7373,0.4,0.3,0.7703,0.743,0.4372,0.2737,0.8213,-0.0762,WAVERING,moderate_engagement,1
311.34,3,5,4.07,0,12,6,0.549,0.6227,0.3,0.5,0.5812,0.6601,0.1842,0.5041,0.6426,-0.0853,WAVERING,moderate_engagement,1
256.95,2,4,0.99,0,10,4,0.793,0.5139,0.2,0.4,0.142,0.5361,0.1656,0.3556,0.0549,0.043,WAVERING,high_engagement,1
322.03,0,4,7.0,0,10,6,0.526,0.6441,0.0,0.4,0.9993,0.5783,0.0032,0.5597,1.0,-0.1222,WAVERING,moderate_engagement,1
351.87,4,6,9.62,3,12,4,0.046,0.7037,0.4,0.6,1.0,0.7004,0.3678,0.6508,0.9932,-0.2185,SILENT_RECESS,moderate_engagement,2
369.58,2,0,0.22,2,14,5,0.303,0.7392,0.2,0.0,0.032,0.8494,0.2449,0.0573,0.052,0.2461,ENGAGED,high_engagement,0
313.27,1,0,0.56,3,12,5,0.542,0.6265,0.1,0.0,0.0796,0.7044,0.0,0.0,0.107,0.2067,ENGAGED,high_engagement,0
112.21,3,6,1.35,0,4,6,0.345,0.2244,0.3,0.6,0.1928,0.2959,0.3336,0.6728,0.1666,-0.1481,WAVERING,moderate_engagement,1
444.11,3,0,0.3,8,18,6,0.762,0.8882,0.3,0.0,0.0431,0.8026,0.1998,0.0129,0.0,0.2824,ENGAGED,high_engagement,0
8.82,6,6,2.88,2,0,6,0.026,0.0176,0.6,0.6,0.411,0.0896,0.7235,0.5998,0.4026,-0.3562,SILENT_RECESS,low_engagement,2
182.02,4,1,0.61,2,6,7,0.402,0.364,0.4,0.1,0.0871,0.3154,0.3614,0.0875,0.1288,0.0195,WAVERING,moderate_engagement,1
163.44,8,8,7.15,2,5,2,0.163,0.3269,0.8,0.8,1.0,0.3513,0.7283,0.8009,1.0,-0.4892,SILENT_RECESS,low_engagement,2
358.4,3,2,0.03,0,14,2,0.354,0.7168,0.3,0.2,0.0049,0.716,0.2484,0.2865,0.0,0.1852,ENGAGED,high_engagement,0
420.5,3,3,0.7,1,16,2,0.791,0.841,0.3,0.3,0.1005,0.9243,0.3876,0.3622,0.0,0.1862,ENGAGED,high_engagement,0
417.93,1,1,0.12,0,16,5,0.858,0.8359,0.1,0.1,0.0172,0.7864,0.1907,0.0745,0.0472,0.2892,ENGAGED,high_engagement,0
284.61,2,3,3.57,8,11,4,0.936,0.5692,0.2,0.3,0.5101,0.5058,0.0869,0.4216,0.6017,-0.0254,WAVERING,high_engagement,1
117.28,1,6,0.15,1,4,6,0.399,0.2346,0.1,0.6,0.0209,0.1749,0.0283,0.5295,0.0,-0.0525,WAVERING,moderate_engagement,1
266.56,0,1,4.48,0,10,6,0.162,0.5331,0.0,0.1,0.6407,0.5964,0.0435,0.1519,0.6443,0.0011,WAVERING,high_engagement,1
290.06,12,7,3.05,0,12,1,0.157,0.5801,1.0,0.7,0.4355,0.5305,0.9909,0.6571,0.4478,-0.2386,SILENT_RECESS,low_engagement,2
188.71,8,6,2.34,4,7,2,0.156,0.3774,0.8,0.6,0.3346,0.404,0.8226,0.5387,0.3499,-0.2294,SILENT_RECESS,low_engagement,2
488.9,1,1,0.69,3,20,4,0.745,0.9778,0.1,0.1,0.0989,0.9433,0.1955,0.1733,0.0713,0.3214,ENGAGED,high_engagement,0
410.03,2,1,0.42,0,16,7,0.739,0.8201,0.2,0.1,0.0607,0.7837,0.1708,0.0646,0.2175,0.2498,ENGAGED,high_engagement,0
394.57,3,3,3.63,2,15,6,0.847,0.7891,0.3,0.3,0.5186,0.6045,0.139,0.3187,0.3451,0.0401,WAVERING,high_engagement,1
236.82,7,4,2.47,5,10,9,0.212,0.4736,0.7,0.4,0.3534,0.4591,0.7137,0.3972,0.432,-0.1366,WAVERING,moderate_engagement,1
62.47,4,2,7.38,1,4,3,0.515,0.1249,0.4,0.2,1.0,0.0036,0.3835,0.2821,0.9973,-0.37,SILENT_RECESS,moderate_engagement,2
166.34,6,7,5.18,0,6,4,0.008,0.3327,0.6,0.7,0.7395,0.34,0.6485,0.686,0.6501,-0.3488,SILENT_RECESS,low_engagement,2
73.63,6,10,1.52,0,2,1,0.391,0.1473,0.6,1.0,0.2165,0.2996,0.6698,0.951,0.3302,-0.3261,SILENT_RECESS,moderate_engagement,2
383.75,1,4,0.09,2,15,10,0.693,0.7675,0.1,0.4,0.0136,0.6223,0.0977,0.2696,0.0,0.2029,ENGAGED,high_engagement,0
458.69,2,2,4.4,6,17,3,0.785,0.9174,0.2,0.2,0.6286,0.9196,0.1943,0.2005,0.6142,0.0984,WAVERING,high_engagement,1
277.52,4,6,4.08,0,11,4,0.146,0.555,0.4,0.6,0.5825,0.5257,0.4528,0.6424,0.5842,-0.1527,WAVERING,moderate_engagement,1
19.93,4,7,2.84,1,0,1,0.01,0.0399,0.4,0.7,0.4059,0.0801,0.379,0.5771,0.4206,-0.3258,SILENT_RECESS,low_engagement,2
476.36,1,4,2.32,0,20,5,0.836,0.9527,0.1,0.4,0.3308,1.0,0.0,0.3247,0.3285,0.1818,ENGAGED,high_engagement,0
360.99,1,8,4.74,6,13,4,0.228,0.722,0.1,0.8,0.677,0.784,0.0928,0.8079,0.6843,-0.0943,WAVERING,moderate_engagement,1
24.66,6,9,4.24,1,3,2,0.069,0.0493,0.6,0.9,0.6059,0.0493,0.7952,0.6925,0.3289,-0.462,SILENT_RECESS,low_engagement,2
449.38,1,2,1.06,4,18,2,0.936,0.8988,0.1,0.2,0.1521,0.9382,0.0,0.3117,0.2967,0.2539,ENGAGED,high_engagement,0
439.36,2,3,1.62,1,14,3,0.576,0.8787,0.2,0.3,0.2319,0.9509,0.0451,0.165,0.2501,0.1819,ENGAGED,high_engagement,0
205.19,8,5,2.18,0,9,6,0.453,0.4104,0.8,0.5,0.3118,0.4308,0.7125,0.534,0.3151,-0.1894,WAVERING,moderate_engagement,1
134.72,3,7,8.78,3,6,1,0.177,0.2694,0.3,0.7,1.0,0.2285,0.3374,0.6008,0.9366,-0.3922,SILENT_RECESS,low_engagement,2
300.79,3,3,3.2,0,12,5,0.508,0.6016,0.3,0.3,0.4568,0.5724,0.2027,0.2743,0.4026,-0.0164,WAVERING,moderate_engagement,1
86.24,6,7,5.24,3,3,1,0.235,0.1725,0.6,0.7,0.7489,0.0752,0.576,0.7278,0.6472,-0.4157,SILENT_RECESS,low_engagement,2
329.63,1,1,1.48,0,13,9,0.807,0.6593,0.1,0.1,0.2108,0.646,0.2288,0.174,0.2164,0.1605,ENGAGED,high_engagement,0
438.29,1,2,0.31,0,17,3,0.815,0.8766,0.1,0.2,0.0446,0.8528,0.0406,0.3145,0.1094,0.2772,ENGAGED,high_engagement,0
339.1,4,1,0.26,6,12,2,0.504,0.6782,0.4,0.1,0.0377,0.6432,0.3417,0.0247,0.0,0.16,ENGAGED,moderate_engagement,0
218.12,10,8,2.99,0,8,1,0.13,0.4362,1.0,0.8,0.4271,0.5065,0.9256,0.754,0.3719,-0.3136,SILENT_RECESS,low_engagement,2
428.33,2,6,3.46,0,16,7,0.296,0.8567,0.2,0.6,0.4948,0.7706,0.2174,0.5101,0.3782,0.0342,WAVERING,moderate_engagement,1
125.11,3,5,5.1,1,3,1,0.48,0.2502,0.3,0.5,0.7281,0.2555,0.3275,0.3998,0.8792,-0.2783,SILENT_RECESS,moderate_engagement,2
422.5,0,1,0.72,0,16,4,0.992,0.845,0.0,0.1,0.1034,0.8954,0.0042,0.166,0.1817,0.287,ENGAGED,high_engagement,0
6.13,7,6,5.87,1,0,1,0.52,0.0123,0.7,0.6,0.8389,0.0,0.5827,0.7311,0.7516,-0.5068,SILENT_RECESS,low_engagement,2
396.89,0,0,0.93,0,14,8,0.814,0.7938,0.0,0.0,0.133,0.7971,0.0,0.0,0.1314,0.2776,ENGAGED,high_engagement,0
389.47,2,0,9.17,0,14,5,0.868,0.7789,0.2,0.0,1.0,0.8473,0.1374,0.0,0.9425,-0.0284,WAVERING,high_engagement,1
371.09,5,6,0.95,0,13,5,0.229,0.7422,0.5,0.6,0.135,0.8112,0.4308,0.6429,0.0257,0.0364,WAVERING,moderate_engagement,1
186.16,9,9,0.36,3,6,1,0.192,0.3723,0.9,0.9,0.0517,0.3721,0.878,0.888,0.0489,-0.2266,SILENT_RECESS,low_engagement,2
445.24,1,5,3.59,3,16,7,0.795,0.8905,0.1,0.5,0.5123,0.8924,0.1784,0.3598,0.449,0.0825,WAVERING,high_engagement,1
118.78,3,4,0.51,1,6,6,0.045,0.2376,0.3,0.4,0.0727,0.3329,0.3952,0.508,0.0065,-0.0668,WAVERING,low_engagement,1
360.97,2,1,0.74,0,14,6,0.675,0.7219,0.2,0.1,0.106,0.7878,0.0599,0.0,0.1178,0.197,ENGAGED,high_engagement,0
169.8,6,3,2.74,1,8,2,0.101,0.3396,0.6,0.3,0.3913,0.2373,0.656,0.3536,0.2957,-0.1615,WAVERING,low_engagement,1
414.02,2,1,1.41,6,18,4,0.628,0.828,0.2,0.1,0.2015,0.9079,0.2523,0.0301,0.1715,0.2108,ENGAGED,high_engagement,0
218.46,3,2,0.93,0,8,5,0.059,0.4369,0.3,0.2,0.1331,0.3802,0.2409,0.2551,0.295,0.0348,WAVERING,moderate_engagement,1
377.37,8,5,1.07,2,15,8,0.466,0.7547,0.8,0.5,0.1525,0.4943,0.8077,0.4931,0.1565,-0.0038,WAVERING,moderate_engagement,1
118.0,3,3,2.23,2,2,6,0.296,0.236,0.3,0.3,0.319,0.2986,0.3457,0.3112,0.3602,-0.1213,WAVERING,moderate_engagement,1
308.04,0,1,0.91,0,11,7,0.804,0.6161,0.0,0.1,0.1297,0.6937,0.0625,0.2256,0.1481,0.1875,ENGAGED,high_engagement,0
244.09,5,2,4.1,0,9,7,0.21,0.4882,0.5,0.2,0.5858,0.3325,0.519,0.3277,0.6806,-0.1205,WAVERING,moderate_engagement,1
352.12,3,5,0.68,2,12,8,0.387,0.7042,0.3,0.5,0.0974,0.7293,0.2539,0.4777,0.0472,0.0925,WAVERING,moderate_engagement,1
419.74,1,3,4.13,1,16,5,0.898,0.8395,0.1,0.3,0.5904,0.8777,0.0,0.4632,0.4573,0.0787,WAVERING,high_engagement,1
472.66,1,2,0.48,1,18,2,0.735,0.9453,0.1,0.2,0.0684,0.877,0.2505,0.2373,0.1926,0.2976,ENGAGED,high_engagement,0
410.67,3,2,14.0,0,17,4,0.211,0.8213,0.3,0.2,1.0,0.9661,0.0862,0.1708,1.0,-0.0715,WAVERING,moderate_engagement,1
226.2,1,1,2.1,3,8,7,0.61,0.4524,0.1,0.1,0.2998,0.3955,0.1135,0.0368,0.4024,0.051,WAVERING,moderate_engagement,1
475.87,0,1,1.24,6,19,4,0.688,0.9517,0.0,0.1,0.1773,0.9168,0.0,0.0,0.113,0.3075,ENGAGED,high_engagement,0
382.56,0,1,0.52,3,14,2,0.925,0.7651,0.0,0.1,0.0745,0.6781,0.1105,0.0,0.0292,0.2637,ENGAGED,high_engagement,0
357.15,8,10,6.94,1,11,3,0.171,0.7143,0.8,1.0,0.9913,0.6691,0.8959,1.0,0.9655,-0.3717,SILENT_RECESS,low_engagement,2
186.19,4,6,5.9,3,7,5,0.365,0.3724,0.4,0.6,0.8424,0.4273,0.3923,0.6058,0.718,-0.3038,SILENT_RECESS,moderate_engagement,2
172.46,2,5,0.72,1,7,9,0.151,0.3449,0.2,0.5,0.1026,0.5384,0.3144,0.5238,0.1809,-0.0328,WAVERING,moderate_engagement,1
55.93,5,12,0.3,3,0,2,0.286,0.1119,0.5,1.0,0.0431,0.2307,0.6152,0.8913,0.1297,-0.2682,SILENT_RECESS,low_engagement,2
92.35,4,2,3.96,0,4,2,0.816,0.1847,0.4,0.2,0.5654,0.2179,0.4896,0.2011,0.5741,-0.2157,SILENT_RECESS,moderate_engagement,2
434.23,0,2,0.03,1,17,2,0.488,0.8685,0.0,0.2,0.0036,0.8887,0.0,0.2139,0.0,0.3063,ENGAGED,high_engagement,0
187.26,6,3,2.99,0,8,7,0.344,0.3745,0.6,0.3,0.4268,0.3944,0.6711,0.4798,0.3943,-0.1582,WAVERING,moderate_engagement,1
57.64,7,7,5.38,1,2,1,0.121,0.1153,0.7,0.7,0.7684,0.2423,0.7375,0.6815,0.7279,-0.4644,SILENT_RECESS,low_engagement,2
451.15,1,4,2.65,4,17,4,0.63,0.9023,0.1,0.4,0.3785,0.9595,0.2063,0.229,0.354,0.1474,ENGAGED,high_engagement,0
391.86,6,1,0.83,0,17,5,0.41,0.7837,0.6,0.1,0.1181,0.8756,0.4687,0.0,0.0373,0.1381,ENGAGED,moderate_engagement,0
214.05,8,2,1.12,0,8,3,0.161,0.4281,0.8,0.2,0.1607,0.5228,0.8078,0.2965,0.175,-0.077,WAVERING,low_engagement,1
179.4,2,5,4.62,0,6,7,0.464,0.3588,0.2,0.5,0.6597,0.3785,0.1272,0.5283,0.6992,-0.1944,WAVERING,moderate_engagement,1
328.2,2,2,0.46,1,14,5,0.398,0.6564,0.2,0.2,0.066,0.7038,0.2933,0.3143,0.1593,0.1628,ENGAGED,moderate_engagement,0
